geoid,race_white,race_black,race_indian,race_asian,race_pacific,race_some_other,race_two_or_more,race_hispanic,race_white_not_hispanic,race_source_abbreviation,link_to_detailed_sourcing
240054925002004,144,226,0,0,0,3,5,0,144,tract,http://www.prisonersofthecensus.org/data/2010blocks/240054925002004/
240054042024015,28,9,0,0,0,0,0,1,27,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/240054042024015/
240054903013014,603,653,9,15,0,13,29,58,578,tract,http://www.prisonersofthecensus.org/data/2010blocks/240054903013014/
240098607011056,167,92,0,1,0,0,1,2,165,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/240098607011056/
240119553023021,64,37,0,0,0,0,0,2,62,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/240119553023021/
240135052032022,7,12,0,0,0,1,0,1,6,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/240135052032022/
240135052032038,121,371,0,2,0,0,0,1,120,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/240135052032038/
240135076023035,197,33,0,0,0,4,0,10,191,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/240135076023035/
240150304003007,184,41,1,0,0,3,1,6,181,tract,http://www.prisonersofthecensus.org/data/2010blocks/240150304003007/
240150312023068,16,42,0,0,1,0,0,0,16,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/240150312023068/
240178510012037,165,248,1,1,1,0,2,25,140,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/240178510012037/
240178513021001,23,149,0,0,0,1,1,3,22,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/240178513021001/
240199704003025,0,3,0,0,0,0,0,0,0,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/240199704003025/
240199707021082,45,89,0,0,0,6,0,12,41,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/240199707021082/
240217510031052,224,180,1,2,0,15,8,36,207,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/240217510031052/
240230006003033,41,0,0,0,0,1,1,2,40,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/240230006003033/
240253038021008,256,139,0,1,0,0,1,7,249,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/240253038021008/
240276012032039,200,603,0,2,0,1,1,6,197,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/240276012032039/
240276012032056,117,125,0,2,0,0,1,12,107,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/240276012032056/
240276056014000,2,0,0,0,0,0,0,0,2,tract,http://www.prisonersofthecensus.org/data/2010blocks/240276056014000/
240276069012057,5,5,0,0,0,0,0,0,5,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/240276069012057/
240299503001078,42,35,0,0,0,0,0,4,38,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/240299503001078/
240317003121011,315,419,0,9,0,0,0,133,192,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/240317003121011/
240317012163000,62,75,0,7,0,4,0,19,48,tract,http://www.prisonersofthecensus.org/data/2010blocks/240317012163000/
240317010021002,74,82,0,2,0,2,0,37,40,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/240317010021002/
240338006071000,0,1,0,0,0,0,1,0,0,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/240338006071000/
240338011043055,1,0,0,0,0,0,0,0,1,tract,http://www.prisonersofthecensus.org/data/2010blocks/240338011043055/
240338017012010,0,5,0,0,0,0,0,0,0,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/240338017012010/
240338004122008,0,7,0,0,0,0,0,0,0,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/240338004122008/
240338006052000,74,902,16,6,1,94,48,145,55,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/240338006052000/
240358103002038,59,108,0,0,0,0,0,3,57,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/240358103002038/
240358104002048,56,23,1,0,0,3,4,6,56,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/240358104002048/
240378755002052,140,104,3,0,0,1,3,2,139,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/240378755002052/
240399804001008,830,2399,1,2,0,2,6,28,811,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/240399804001008/
240399804001044,32,50,1,1,0,0,0,1,31,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/240399804001044/
240419603001068,46,49,1,0,0,4,1,6,43,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/240419603001068/
240430110001000,56,149,0,0,0,0,1,0,56,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/240430110001000/
240430110001003,481,1185,1,1,0,1,8,11,472,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/240430110001003/
240430110003001,786,1695,2,6,0,11,11,213,595,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/240430110003001/
240430110003002,433,1295,1,6,1,5,3,13,424,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/240430110003002/
240430007001010,10,0,0,0,0,0,0,2,8,tract,http://www.prisonersofthecensus.org/data/2010blocks/240430007001010/
240430009002038,266,158,0,0,0,0,0,2,264,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/240430009002038/
240450108003022,42,80,0,0,0,0,0,1,41,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/240450108003022/
240450107026114,197,282,0,0,0,32,0,35,192,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/240450107026114/
240479513002074,165,140,0,6,0,12,6,35,144,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/240479513002074/
245100302001001,3,4,0,0,0,0,0,0,3,tract,http://www.prisonersofthecensus.org/data/2010blocks/245100302001001/
245101003001000,175,614,0,0,0,0,1,2,173,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/245101003001000/
245101003001001,444,2890,0,3,2,27,3,35,433,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/245101003001001/
245101003001007,83,405,0,0,0,0,0,11,76,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/245101003001007/
245101205001017,3,26,0,0,0,0,1,0,3,tract,http://www.prisonersofthecensus.org/data/2010blocks/245101205001017/
245101508004000,0,5,0,0,0,0,0,0,0,tract,http://www.prisonersofthecensus.org/data/2010blocks/245101508004000/
245101701001020,1,12,0,0,0,0,1,1,1,tract,http://www.prisonersofthecensus.org/data/2010blocks/245101701001020/
245101903001013,6,31,0,0,0,1,1,1,6,tract,http://www.prisonersofthecensus.org/data/2010blocks/245101903001013/
245102805002024,158,1006,0,1,1,11,6,76,138,tract,http://www.prisonersofthecensus.org/data/2010blocks/245102805002024/
250010141001188,338,74,5,2,0,18,1,26,327,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/250010141001188/
250039011004013,242,93,1,1,0,13,2,22,234,tract,http://www.prisonersofthecensus.org/data/2010blocks/250039011004013/
250056531022022,737,271,9,15,1,65,35,201,596,tract,http://www.prisonersofthecensus.org/data/2010blocks/250056531022022/
250056517002007,121,45,1,0,0,15,3,38,94,tract,http://www.prisonersofthecensus.org/data/2010blocks/250056517002007/
250072003003039,22,7,0,0,0,0,1,3,20,tract,http://www.prisonersofthecensus.org/data/2010blocks/250072003003039/
250092508003005,183,24,0,0,0,7,1,45,148,tract,http://www.prisonersofthecensus.org/data/2010blocks/250092508003005/
250092121004009,664,159,37,19,3,257,57,495,525,tract,http://www.prisonersofthecensus.org/data/2010blocks/250092121004009/
250092671023039,18,2,0,0,0,0,0,1,17,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/250092671023039/
250110414001000,137,23,3,2,0,7,4,28,121,tract,http://www.prisonersofthecensus.org/data/2010blocks/250110414001000/
250138109023044,83,19,0,2,0,5,1,28,62,tract,http://www.prisonersofthecensus.org/data/2010blocks/250138109023044/
250138104141007,692,309,3,3,0,55,7,515,247,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/250138104141007/
250138104141016,93,42,1,0,0,21,2,64,53,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/250138104141016/
250138011022000,130,19,0,0,0,9,2,24,119,tract,http://www.prisonersofthecensus.org/data/2010blocks/250138011022000/
250138019012020,40,6,0,0,0,0,0,18,22,tract,http://www.prisonersofthecensus.org/data/2010blocks/250138019012020/
250158224024002,1,0,0,0,0,0,0,0,1,tract,http://www.prisonersofthecensus.org/data/2010blocks/250158224024002/
250158219032001,148,37,5,4,0,50,5,63,137,tract,http://www.prisonersofthecensus.org/data/2010blocks/250158219032001/
250173567024017,1,0,0,1,0,0,0,0,1,tract,http://www.prisonersofthecensus.org/data/2010blocks/250173567024017/
250173164006001,561,216,9,5,0,7,0,117,452,tract,http://www.prisonersofthecensus.org/data/2010blocks/250173164006001/
250173539003008,0,3,0,3,0,0,0,0,0,tract,http://www.prisonersofthecensus.org/data/2010blocks/250173539003008/
250173173011006,10,1,0,1,0,0,0,4,6,tract,http://www.prisonersofthecensus.org/data/2010blocks/250173173011006/
250173612001003,586,441,1,7,0,76,11,291,393,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/250173612001003/
250173613004044,172,70,1,0,0,27,2,97,110,tract,http://www.prisonersofthecensus.org/data/2010blocks/250173613004044/
250173831011014,567,135,4,5,12,34,6,122,494,tract,http://www.prisonersofthecensus.org/data/2010blocks/250173831011014/
250173882003086,970,434,0,23,0,27,0,378,622,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/250173882003086/
250214025002016,451,150,0,5,0,4,0,103,355,tract,http://www.prisonersofthecensus.org/data/2010blocks/250214025002016/
250214091013017,867,448,14,46,0,108,8,457,566,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/250214091013017/
250214091013029,195,90,2,5,0,24,2,97,137,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/250214091013029/
250214091013042,118,46,2,0,0,19,1,66,74,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/250214091013042/
250214091013048,146,75,3,1,0,20,1,84,92,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/250214091013048/
250214113022021,282,149,2,7,0,36,6,165,167,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/250214113022021/
250214412041053,266,12,0,0,0,0,1,1,266,tract,http://www.prisonersofthecensus.org/data/2010blocks/250214412041053/
250235253001016,527,306,8,6,0,24,3,193,370,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/250235253001016/
250235253001019,134,29,0,0,0,6,1,18,124,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/250235253001019/
250235253001026,719,218,17,10,0,39,7,135,635,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/250235253001026/
250235110002021,4,1,0,0,0,1,0,1,4,tract,http://www.prisonersofthecensus.org/data/2010blocks/250235110002021/
250235306001021,988,260,21,6,0,44,0,139,860,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/250235306001021/
250235306004046,113,61,3,0,0,11,9,44,86,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/250235306004046/
250250101031007,1,0,0,0,0,0,0,0,1,tract,http://www.prisonersofthecensus.org/data/2010blocks/250250101031007/
250250102033003,13,29,1,0,0,17,1,20,12,tract,http://www.prisonersofthecensus.org/data/2010blocks/250250102033003/
250250104042000,35,30,0,2,0,11,3,16,30,tract,http://www.prisonersofthecensus.org/data/2010blocks/250250104042000/
250250203032013,317,405,1,4,0,0,0,179,138,tract,http://www.prisonersofthecensus.org/data/2010blocks/250250203032013/
250250701013008,1,0,0,0,0,0,0,0,1,tract,http://www.prisonersofthecensus.org/data/2010blocks/250250701013008/
250250711013002,10,4,2,1,0,3,1,6,10,tract,http://www.prisonersofthecensus.org/data/2010blocks/250250711013002/
250250801001002,772,708,2,27,0,2,1,458,317,tract,http://www.prisonersofthecensus.org/data/2010blocks/250250801001002/
250259803001025,13,10,0,0,0,2,0,7,8,tract,http://www.prisonersofthecensus.org/data/2010blocks/250259803001025/
250259811004004,101,72,0,2,0,18,0,59,66,tract,http://www.prisonersofthecensus.org/data/2010blocks/250259811004004/
250277108001008,218,62,0,0,0,0,0,33,185,tract,http://www.prisonersofthecensus.org/data/2010blocks/250277108001008/
250277075002027,734,221,14,2,0,46,4,290,506,tract,http://www.prisonersofthecensus.org/data/2010blocks/250277075002027/
250277614006154,948,230,0,4,0,10,2,134,826,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/250277614006154/
250277131004001,1021,224,0,4,0,9,1,250,782,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/250277131004001/
250277612003032,10,3,0,0,0,0,0,4,6,tract,http://www.prisonersofthecensus.org/data/2010blocks/250277612003032/
250277291001048,837,253,13,0,0,35,0,283,590,tract,http://www.prisonersofthecensus.org/data/2010blocks/250277291001048/
260019701002076,27,0,1,0,0,0,0,0,27,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260019701002076/
260030002002168,12,0,3,0,0,0,1,3,10,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260030002002168/
260030003002013,248,593,4,2,0,0,0,8,241,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260030003002013/
260050312001037,141,15,2,0,0,0,0,14,128,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260050312001037/
260050305002023,4,0,0,0,0,0,0,0,4,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260050305002023/
260070003004082,49,2,1,0,1,0,2,4,47,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260070003004082/
260099604001096,37,0,4,0,0,0,1,1,36,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260099604001096/
260119705003033,41,1,1,0,0,0,0,0,41,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260119705003033/
260130002003066,247,600,4,2,0,0,0,7,240,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260130002003066/
260130001004042,5,14,1,0,0,0,0,0,5,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260130001004042/
260150114003040,68,8,1,0,0,0,2,2,67,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260150114003040/
260172858004025,3,0,0,0,0,0,0,2,1,tract,http://www.prisonersofthecensus.org/data/2010blocks/260172858004025/
260172865001062,128,42,4,1,0,0,2,24,109,tract,http://www.prisonersofthecensus.org/data/2010blocks/260172865001062/
260190003002087,49,0,1,0,0,0,0,5,44,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260190003002087/
260210003002001,49,28,1,0,0,0,4,3,48,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260210003002001/
260210008001006,192,214,1,0,0,1,2,9,186,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260210008001006/
260239513003002,791,414,6,2,0,0,1,46,747,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/260239513003002/
260239513003007,100,130,1,0,0,0,0,6,94,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/260239513003007/
260239513003008,540,629,9,3,0,0,1,27,516,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/260239513003008/
260239513004003,100,3,0,1,0,0,2,3,97,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/260239513004003/
260250007001067,324,211,2,23,0,8,5,94,244,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260250007001067/
260250022003011,37,14,0,0,0,0,0,4,35,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260250022003011/
260270021003001,80,32,0,0,0,0,2,4,76,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260270021003001/
260290015002038,48,1,2,0,0,0,0,0,48,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260290015002038/
260319603003002,52,25,0,0,0,0,0,7,45,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260319603003002/
260339709001077,802,1022,19,10,0,0,1,21,781,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260339709001077/
260339802001000,865,1322,23,6,1,2,3,32,838,tract,http://www.prisonersofthecensus.org/data/2010blocks/260339802001000/
260339703004054,60,2,19,6,0,1,21,3,60,tract,http://www.prisonersofthecensus.org/data/2010blocks/260339703004054/
260350013001002,82,26,6,0,0,0,0,2,80,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260350013001002/
260370109012043,99,67,1,1,0,3,5,13,92,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260370109012043/
260399602002218,37,1,0,0,0,0,0,0,37,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260399602002218/
260419709001005,69,4,8,0,0,0,0,0,69,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260419709001005/
260439504002069,73,2,1,0,0,0,0,0,73,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260439504002069/
260450210013018,168,39,0,0,0,0,0,5,163,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260450210013018/
260479707001095,68,2,5,0,0,0,1,0,68,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260479707001095/
260490014003030,22,12,0,0,0,0,0,0,22,tract,http://www.prisonersofthecensus.org/data/2010blocks/260490014003030/
260490028001002,273,365,0,0,0,5,1,14,268,tract,http://www.prisonersofthecensus.org/data/2010blocks/260490028001002/
260490136001004,75,54,0,0,0,0,0,1,74,tract,http://www.prisonersofthecensus.org/data/2010blocks/260490136001004/
260510007004005,63,2,1,0,0,0,0,0,63,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260510007004005/
260539503001038,20,3,0,0,0,0,0,0,20,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260539503001038/
260539501003041,522,631,5,1,0,0,0,4,519,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260539501003041/
260555503001172,678,636,8,6,0,0,1,74,611,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260555503001172/
260555512001036,139,4,12,0,0,1,2,5,138,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260555512001036/
260570010004008,46,7,4,0,0,1,1,5,43,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260570010004008/
260570003001020,494,761,12,3,0,0,1,14,480,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260570003001020/
260570004001001,990,1399,19,1,0,0,3,23,967,tract,http://www.prisonersofthecensus.org/data/2010blocks/260570004001001/
260590507001008,63,1,0,0,0,0,0,1,62,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260590507001008/
260610008004023,24,3,0,0,0,0,1,0,24,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260610008004023/
260639510004002,41,12,0,0,0,1,0,2,40,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260639510004002/
260650063011008,315,352,2,0,0,3,5,36,283,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260650063011008/
260670317003028,98,10,1,0,0,3,0,5,96,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260670317003028/
260670321002077,398,869,9,4,0,0,2,81,325,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260670321002077/
260679822001000,253,392,4,3,0,1,1,43,219,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/260679822001000/
260679822001002,610,635,3,2,0,0,4,92,530,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/260679822001002/
260679822001007,917,896,20,8,0,0,2,126,812,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/260679822001007/
260690004001043,1,0,0,0,0,0,0,0,1,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260690004001043/
260690002002116,10,0,3,0,0,0,0,0,10,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260690002002116/
260690005002010,65,3,0,1,0,0,1,0,65,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260690005002010/
260710005002044,24,0,2,0,0,0,0,0,24,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260710005002044/
260739404002074,109,14,26,0,0,3,4,9,106,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260739404002074/
260750058001000,1737,1334,29,3,0,0,5,122,1623,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/260750058001000/
260750058001002,899,800,13,2,0,0,3,43,860,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/260750058001002/
260750058001003,1004,919,24,3,0,0,1,107,901,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/260750058001003/
260750059002005,142,84,0,1,0,4,0,4,141,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260750059002005/
260750006001047,106,72,0,0,0,0,0,1,105,tract,http://www.prisonersofthecensus.org/data/2010blocks/260750006001047/
260770002011093,15,16,0,0,0,0,0,1,14,tract,http://www.prisonersofthecensus.org/data/2010blocks/260770002011093/
260770018011003,132,149,0,1,0,6,4,22,118,tract,http://www.prisonersofthecensus.org/data/2010blocks/260770018011003/
260770018031099,27,17,0,0,0,2,2,2,27,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260770018031099/
260799503002020,53,1,1,0,0,0,0,1,52,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260799503002020/
260810011013014,507,489,8,4,0,0,0,98,409,tract,http://www.prisonersofthecensus.org/data/2010blocks/260810011013014/
260810025004005,2,0,0,0,0,0,0,0,2,tract,http://www.prisonersofthecensus.org/data/2010blocks/260810025004005/
260810031001003,18,29,2,0,0,0,0,3,15,tract,http://www.prisonersofthecensus.org/data/2010blocks/260810031001003/
260810038001008,30,31,0,0,0,0,0,3,27,tract,http://www.prisonersofthecensus.org/data/2010blocks/260810038001008/
260810101022070,26,18,0,0,0,0,0,5,21,tract,http://www.prisonersofthecensus.org/data/2010blocks/260810101022070/
260830001002051,4,0,0,0,0,0,0,0,4,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260830001002051/
260859612002084,14,5,0,0,0,0,1,0,14,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260859612002084/
260859612002079,131,111,7,1,0,2,19,16,127,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260859612002079/
260873365001001,322,615,7,4,0,3,1,23,303,tract,http://www.prisonersofthecensus.org/data/2010blocks/260873365001001/
260873370004017,106,4,0,0,0,0,0,3,103,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260873370004017/
260899702001169,22,1,5,0,0,0,0,4,18,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260899702001169/
260910614001052,155,29,2,3,1,13,5,38,136,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260910614001052/
260910617005000,1196,1108,23,4,0,0,4,19,1177,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260910617005000/
260937446002028,45,55,1,1,0,0,0,1,44,tract,http://www.prisonersofthecensus.org/data/2010blocks/260937446002028/
260937251003014,196,9,1,1,0,1,1,4,192,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260937251003014/
260959601001001,365,725,7,4,0,0,1,21,345,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260959601001001/
260979505002017,12,0,0,0,0,0,0,0,12,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260979505002017/
260992180003034,626,620,12,6,0,1,0,61,570,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/260992180003034/
260992452002000,733,400,0,3,0,1,3,6,728,tract,http://www.prisonersofthecensus.org/data/2010blocks/260992452002000/
261010004002073,40,2,2,0,0,0,1,2,39,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/261010004002073/
261010005003070,378,656,8,1,0,0,2,15,365,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/261010005003070/
261030003002022,82,13,9,0,0,0,3,0,82,tract,http://www.prisonersofthecensus.org/data/2010blocks/261030003002022/
261030028003024,494,726,8,3,0,1,0,13,481,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/261030028003024/
261059504004013,49,9,1,0,0,0,0,1,48,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/261059504004013/
261079606001007,58,14,2,0,0,0,1,6,52,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/261079606001007/
261099607003009,20,1,4,0,0,0,0,0,20,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/261099607003009/
261112906002001,106,7,1,0,0,3,0,3,106,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/261112906002001/
261139602001057,39,1,0,0,0,0,0,1,38,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/261139602001057/
261158321002010,10,1,0,0,0,1,0,1,10,tract,http://www.prisonersofthecensus.org/data/2010blocks/261158321002010/
261158318001032,112,13,0,0,0,25,2,74,65,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/261158318001032/
261158324001001,24,5,0,0,0,0,0,2,22,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/261158324001001/
261179710003019,1230,1240,16,4,0,1,1,35,1196,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/261179710003019/
261179708002001,153,25,1,2,0,0,0,21,132,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/261179708002001/
261199102002063,28,0,0,0,0,0,0,0,28,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/261199102002063/
261210004022000,1717,1879,21,11,0,0,3,181,1559,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/261210004022000/
261210042003006,174,192,7,0,0,3,21,31,160,tract,http://www.prisonersofthecensus.org/data/2010blocks/261210042003006/
261210004023073,44,11,2,1,0,1,2,3,44,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/261210004023073/
261239710002045,11,0,0,0,0,0,0,11,0,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/261239710002045/
261239707002066,110,48,4,0,0,23,8,41,96,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/261239707002066/
261251403021011,97,75,3,0,0,3,3,9,91,tract,http://www.prisonersofthecensus.org/data/2010blocks/261251403021011/
261251409003008,507,534,11,9,0,18,34,63,485,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/261251409003008/
261251409003009,205,119,3,4,0,2,8,17,189,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/261251409003009/
261251417002020,12,1,0,0,0,0,0,2,10,tract,http://www.prisonersofthecensus.org/data/2010blocks/261251417002020/
261251421002007,11,3,0,0,0,0,0,0,11,tract,http://www.prisonersofthecensus.org/data/2010blocks/261251421002007/
261251836002006,3,0,0,0,0,0,0,0,3,tract,http://www.prisonersofthecensus.org/data/2010blocks/261251836002006/
261251618002014,2,0,0,0,0,0,0,0,2,tract,http://www.prisonersofthecensus.org/data/2010blocks/261251618002014/
261270104003029,45,1,1,0,0,2,0,6,41,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/261270104003029/
261299505003013,31,1,0,0,0,0,0,1,30,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/261299505003013/
261319702003033,6,0,0,0,0,0,0,0,6,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/261319702003033/
261339706002019,72,5,0,0,0,0,1,0,72,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/261339706002019/
261339702002049,4,0,0,0,0,0,0,0,4,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/261339702002049/
261379503003032,32,0,0,1,0,0,0,2,30,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/261379503003032/
261390249002039,7,3,0,0,0,0,0,1,6,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/261390249002039/
261390220011001,251,58,0,5,0,3,2,35,221,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/261390220011001/
261419502002005,23,0,1,0,0,1,1,3,23,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/261419502002005/
261439703002045,57,0,0,0,0,0,3,0,57,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/261439703002045/
261450002001020,4,10,1,0,0,2,1,2,4,tract,http://www.prisonersofthecensus.org/data/2010blocks/261450002001020/
261450017002009,176,313,1,0,0,1,7,34,144,tract,http://www.prisonersofthecensus.org/data/2010blocks/261450017002009/
