geoid,race_white,race_black,race_indian,race_asian,race_pacific,race_some_other,race_two_or_more,race_hispanic,race_white_not_hispanic,race_source_abbreviation,link_to_detailed_sourcing
170312514002011,1,47,1,0,0,0,4,1,1,tract,http://www.prisonersofthecensus.org/data/2010blocks/170312514002011/
170312520004000,0,1,0,0,0,0,0,0,0,tract,http://www.prisonersofthecensus.org/data/2010blocks/170312520004000/
170312705001012,1,123,0,0,0,0,2,3,1,tract,http://www.prisonersofthecensus.org/data/2010blocks/170312705001012/
170315101002031,3,0,0,0,0,0,0,3,0,tract,http://www.prisonersofthecensus.org/data/2010blocks/170315101002031/
170315401011019,0,2,0,0,0,0,0,0,0,tract,http://www.prisonersofthecensus.org/data/2010blocks/170315401011019/
170318331003023,62,106,2,3,0,3,6,36,33,tract,http://www.prisonersofthecensus.org/data/2010blocks/170318331003023/
170318373002007,93,219,0,3,0,7,1,44,58,tract,http://www.prisonersofthecensus.org/data/2010blocks/170318373002007/
170318378001017,38,108,1,3,0,4,1,22,23,tract,http://www.prisonersofthecensus.org/data/2010blocks/170318378001017/
170318386002009,50,147,0,4,0,3,0,26,32,tract,http://www.prisonersofthecensus.org/data/2010blocks/170318386002009/
170318391002022,226,262,4,12,2,84,19,145,172,tract,http://www.prisonersofthecensus.org/data/2010blocks/170318391002022/
170318435001000,23,124,0,0,0,10,6,26,11,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/170318435001000/
170318435001023,2514,7230,3,18,0,15,16,1159,1409,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/170318435001023/
170318090003024,31,0,0,0,0,0,0,3,28,tract,http://www.prisonersofthecensus.org/data/2010blocks/170318090003024/
170338804001017,21,2,0,0,0,0,0,1,20,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/170338804001017/
170338805003070,336,780,3,1,0,81,6,140,290,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/170338805003070/
170359725003044,5,0,0,0,0,0,0,0,5,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/170359725003044/
170370006004043,79,43,0,0,0,0,0,14,65,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/170370006004043/
170399717002032,47,29,0,0,0,0,0,6,41,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/170399717002032/
170419522004128,13,3,0,0,0,0,0,3,10,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/170419522004128/
170438463072028,36,36,1,1,0,7,5,13,33,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/170438463072028/
170438426031026,550,225,2,1,1,4,3,186,371,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/170438426031026/
170450704002001,27,6,0,0,0,0,0,0,27,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/170450704002001/
170499508001064,64,2,0,0,0,0,0,9,55,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/170499508001064/
170519508002007,490,919,2,3,0,64,7,124,444,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/170519508002007/
170519509001027,23,14,1,4,0,0,0,5,23,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/170519509001027/
170539618002049,19,22,0,0,0,2,0,3,18,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/170539618002049/
170550406001053,47,5,0,0,0,0,0,3,44,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/170550406001053/
170579535002006,438,1068,37,8,0,510,8,550,433,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/170579535002006/
170579538001016,52,18,0,0,0,3,0,3,52,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/170579538001016/
170619740002074,10,0,0,0,0,0,0,0,10,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/170619740002074/
170619736001108,90,102,0,1,0,0,0,14,76,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/170619736001108/
170630004004084,18,7,0,0,0,1,0,2,17,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/170630004004084/
170679538002036,10,0,0,0,0,0,0,0,10,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/170679538002036/
170730302023030,66,30,0,0,0,0,0,10,57,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/170730302023030/
170730308001012,115,78,1,0,0,11,0,11,115,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/170730308001012/
170759504001071,19,1,0,0,0,0,0,1,18,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/170759504001071/
170770111004007,40,22,0,0,0,0,0,0,40,tract,http://www.prisonersofthecensus.org/data/2010blocks/170770111004007/
170770107002040,36,48,0,0,0,1,0,1,36,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/170770107002040/
170799774001055,4,0,0,0,0,0,0,0,4,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/170799774001055/
170810510001066,4,9,0,0,0,0,0,13,0,tract,http://www.prisonersofthecensus.org/data/2010blocks/170810510001066/
170810504003081,906,803,7,6,0,117,5,211,827,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/170810504003081/
170830104011013,19,1,0,0,0,0,0,0,19,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/170830104011013/
170850203003005,12,1,0,0,0,0,0,0,12,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/170850203003005/
170879800001002,246,626,0,0,0,86,3,112,220,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/170879800001002/
170879800001007,144,342,0,1,0,52,3,61,139,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/170879800001007/
170898529053016,57,57,3,1,0,4,1,10,52,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/170898529053016/
170898529053002,115,16,1,0,0,1,1,4,112,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/170898529053002/
170898522023034,406,205,1,1,6,23,2,280,152,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/170898522023034/
170910123001021,49,91,0,9,0,7,2,42,15,tract,http://www.prisonersofthecensus.org/data/2010blocks/170910123001021/
170910109001064,92,1,0,0,0,0,0,0,92,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/170910109001064/
170910126003042,168,253,0,2,0,4,2,79,98,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/170910126003042/
170938904001307,42,16,1,0,0,1,1,15,30,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/170938904001307/
170950005002028,388,1150,14,7,0,281,4,309,374,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/170950005002028/
170950008002010,61,28,0,1,0,0,0,3,58,tract,http://www.prisonersofthecensus.org/data/2010blocks/170950008002010/
170978630031006,2,1,0,0,0,0,0,0,2,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/170978630031006/
170978622002054,392,259,5,4,0,31,10,148,282,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/170978622002054/
170999626001029,130,31,1,1,0,7,6,27,115,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/170999626001029/
170999623001087,372,911,4,1,0,49,3,140,290,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/170999623001087/
171018808001019,617,1490,5,8,0,220,18,393,486,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171018808001019/
171030003003002,33,7,0,0,0,0,0,3,30,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171030003003002/
171030004002049,821,1175,5,10,0,229,9,321,739,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171030004002049/
171059602003043,492,577,9,7,0,18,3,82,432,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171059602003043/
171059607004004,607,998,7,12,0,35,6,211,449,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/171059607004004/
171059607004013,21,2,0,0,0,0,0,1,20,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/171059607004013/
171059608001040,4,0,0,0,0,0,0,0,4,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171059608001040/
171079535001009,1060,1700,10,10,0,243,9,389,940,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171079535001009/
171079532004028,23,5,0,0,0,0,0,0,23,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171079532004028/
171118704021007,398,80,0,11,1,36,11,161,280,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171118704021007/
171130016002022,117,105,4,0,0,4,5,23,104,tract,http://www.prisonersofthecensus.org/data/2010blocks/171130016002022/
171150021002000,81,31,0,0,0,0,0,7,74,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171150021002000/
171150031001082,88,150,0,0,0,0,0,1,87,tract,http://www.prisonersofthecensus.org/data/2010blocks/171150031001082/
171150029032023,300,191,0,4,0,5,1,34,272,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171150029032023/
171179564005013,17,0,0,0,0,0,0,1,16,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171179564005013/
171194024001094,3,11,0,0,0,0,0,14,0,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171194024001094/
171219521001023,73,37,0,0,0,4,0,10,69,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171219521001023/
171239614001101,6,1,0,0,0,0,0,0,6,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171239614001101/
171259565002014,26,11,1,0,0,2,0,3,26,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171259565002014/
171290102003038,10,2,0,1,0,2,0,3,10,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171290102003038/
171310403003009,28,11,0,0,0,0,1,4,24,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171310403003009/
171359580003052,1055,807,4,4,0,23,1,111,967,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171359580003052/
171359579001095,19,5,0,0,0,1,0,1,19,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171359579001095/
171379517003034,24,11,0,0,0,0,0,0,24,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171379517003034/
171379520003001,303,603,2,3,0,83,2,123,264,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171379520003001/
171399772004019,19,10,0,0,0,1,0,3,17,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171399772004019/
171419614004017,57,23,0,0,0,1,0,18,40,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171419614004017/
171430045001010,130,300,0,0,0,6,0,9,127,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171430045001010/
171430012001066,88,53,4,1,0,54,0,56,86,tract,http://www.prisonersofthecensus.org/data/2010blocks/171430012001066/
171450302003048,558,1381,8,6,1,321,5,349,538,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/171450302003048/
171450302005027,25,17,0,0,0,1,0,3,23,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/171450302005027/
171499527003093,143,234,2,2,0,2,1,27,120,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/171499527003093/
171499527005021,30,9,0,0,0,1,0,1,30,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/171499527005021/
171519712002096,54,103,0,1,0,15,0,15,54,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171519712002096/
171539711002034,3,3,0,0,0,0,0,0,3,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171539711002034/
171559546001092,2,0,0,0,0,0,0,0,2,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171559546001092/
171579512001094,902,2000,7,8,1,197,7,351,763,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/171579512001094/
171579512001117,191,250,1,1,0,5,1,26,171,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/171579512001117/
171599782001008,26,1,0,0,0,1,1,2,25,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171599782001008/
171610204002067,351,681,3,1,0,81,4,139,300,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171610204002067/
171610226002010,109,105,2,2,0,12,2,36,90,tract,http://www.prisonersofthecensus.org/data/2010blocks/171610226002010/
171610233001001,1,0,0,0,0,0,0,0,1,tract,http://www.prisonersofthecensus.org/data/2010blocks/171610233001001/
171635017002008,95,291,0,0,0,0,0,3,92,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171635017002008/
171635024042102,312,380,1,1,0,7,0,32,287,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171635024042102/
171635009001040,0,19,0,0,0,0,0,1,0,tract,http://www.prisonersofthecensus.org/data/2010blocks/171635009001040/
171659559002023,55,13,0,0,0,1,0,1,55,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171659559002023/
171670009001020,8,6,0,0,0,1,0,1,8,tract,http://www.prisonersofthecensus.org/data/2010blocks/171670009001020/
171670014001024,116,169,0,1,0,8,1,12,114,tract,http://www.prisonersofthecensus.org/data/2010blocks/171670014001024/
171699702003022,8,1,0,0,0,1,0,3,6,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171699702003022/
171739593005094,7,1,0,0,0,0,0,0,7,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171739593005094/
171759514005046,2,0,0,0,0,0,0,0,2,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171759514005046/
171770007002037,49,59,0,0,0,0,0,4,45,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171770007002037/
171790218012006,772,597,68,14,1,151,49,320,630,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171790218012006/
171830001002014,139,106,0,0,0,0,0,7,132,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171830001002014/
171830112001079,638,1130,5,5,0,56,5,312,404,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171830112001079/
171878704004085,16,1,0,0,0,0,0,0,16,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171878704004085/
171899503001078,9,9,0,0,0,0,0,1,8,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171899503001078/
171919551003045,0,2,0,0,0,0,0,2,0,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171919551003045/
171939580001085,53,19,0,0,0,0,0,36,35,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171939580001085/
171950002003038,55,21,0,0,0,12,0,12,55,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171950002003038/
171978820003045,278,343,0,4,0,115,2,117,276,tract,http://www.prisonersofthecensus.org/data/2010blocks/171978820003045/
171979801001006,919,2185,6,10,0,27,13,421,535,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171979801001006/
171990214003144,542,388,50,2,0,22,2,105,461,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171990214003144/
171990210003002,59,127,0,0,0,19,2,25,54,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/171990210003002/
172010026002024,564,391,1,4,0,2,1,92,472,tract,http://www.prisonersofthecensus.org/data/2010blocks/172010026002024/
172030306013093,40,2,0,0,0,1,1,3,38,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/172030306013093/
180010303004000,90,2,0,0,0,1,0,5,86,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180010303004000/
180030113022021,1,2,0,0,0,0,0,0,1,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180030113022021/
180030103073015,48,19,0,0,0,4,2,8,45,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180030103073015/
180030041032005,8,0,0,3,0,0,0,0,8,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180030041032005/
180030106021009,30,17,0,0,0,1,0,1,30,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180030106021009/
180030013001003,486,238,3,4,0,24,19,49,467,tract,http://www.prisonersofthecensus.org/data/2010blocks/180030013001003/
180030020003009,4,0,0,0,0,2,0,0,4,tract,http://www.prisonersofthecensus.org/data/2010blocks/180030020003009/
180030028002007,4,2,0,1,0,0,0,0,4,tract,http://www.prisonersofthecensus.org/data/2010blocks/180030028002007/
180050101004087,128,21,0,0,0,23,2,24,127,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180050101004087/
180071002004004,21,0,0,0,0,0,0,1,20,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180071002004004/
180099754001037,75,15,0,0,0,0,1,1,74,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180099754001037/
180099753001007,1,0,0,0,0,0,0,0,1,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180099753001007/
180118103003020,117,14,0,0,0,6,0,7,116,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180118103003020/
180159596001078,38,1,0,0,0,0,0,7,31,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180159596001078/
180179514001009,141,18,3,1,1,12,1,31,123,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180179514001009/
180190502003051,256,120,0,0,0,2,3,14,244,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180190502003051/
180190508032007,157,36,0,0,0,1,0,4,154,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180190508032007/
180210402002045,13,2,0,0,0,0,0,14,0,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180210402002045/
180210402007004,69,7,0,0,0,0,0,3,67,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180210402007004/
180239508001011,166,11,2,0,0,1,0,32,135,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180239508001011/
180279548002024,168,11,1,0,0,10,1,14,165,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180279548002024/
180290803005036,233,13,0,0,0,0,2,1,232,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180290803005036/
180319694003031,57,1,0,0,0,0,0,5,52,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180319694003031/
180330205003018,73,3,0,0,0,0,0,0,73,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180330205003018/
180350028001009,184,113,0,0,0,0,0,5,179,tract,http://www.prisonersofthecensus.org/data/2010blocks/180350028001009/
180379534004018,148,3,0,0,0,9,0,16,140,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180379534004018/
180390002004050,216,85,1,0,0,0,1,24,192,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180390002004050/
180390013002017,688,271,1,2,0,24,9,121,598,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180390013002017/
180430705002043,224,55,1,0,0,1,6,7,219,tract,http://www.prisonersofthecensus.org/data/2010blocks/180430705002043/
180459578003051,17,1,1,0,0,2,0,2,17,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180459578003051/
180499531001043,69,1,0,0,0,0,1,1,68,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180499531001043/
180510505013004,157,19,0,0,0,1,1,4,155,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180510505013004/
180530001002024,186,79,0,0,1,0,1,10,178,tract,http://www.prisonersofthecensus.org/data/2010blocks/180530001002024/
180559554001026,31,0,0,0,0,0,0,0,31,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/180559554001026/
180559554001039,76,0,0,0,0,0,0,0,76,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/180559554001039/
180571106003007,242,66,0,0,0,2,1,6,238,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180571106003007/
180594105002023,147,18,0,2,0,0,1,0,147,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180594105002023/
180610603001038,149,4,1,0,0,3,1,4,147,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180610603001038/
180632107002030,1366,987,2,3,0,83,3,136,1319,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180632107002030/
180659760002002,100,13,0,0,0,0,0,2,98,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/180659760002002/
180659760002015,64,3,0,0,0,0,0,1,63,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/180659760002015/
180659755003005,1685,635,7,3,0,38,4,117,1609,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180659755003005/
180670007002030,229,90,4,1,0,7,12,14,224,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180670007002030/
180699616003056,104,5,4,0,0,4,5,10,101,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180699616003056/
180719681002060,164,1,1,0,0,0,0,14,150,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180719681002060/
180731012001101,70,3,0,0,0,1,2,6,66,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180731012001101/
180731011002075,16,2,1,0,0,0,0,1,15,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180731011002075/
180759631004017,45,0,0,0,0,0,0,2,43,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180759631004017/
180779664003114,451,124,2,1,0,11,2,19,442,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180779664003114/
180779666001040,71,7,0,0,0,2,0,2,71,tract,http://www.prisonersofthecensus.org/data/2010blocks/180779666001040/
180799602002021,128,2,0,0,0,0,0,2,126,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180799602002021/
180816108014022,222,18,0,0,0,0,0,11,211,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180816108014022/
180816114005180,223,94,0,0,0,2,0,4,220,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180816114005180/
180839554003037,71,4,0,0,0,0,0,0,71,tract,http://www.prisonersofthecensus.org/data/2010blocks/180839554003037/
180839559001080,196,19,0,1,0,0,4,3,194,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180839559001080/
180859619002028,208,11,1,0,0,3,0,25,186,tract,http://www.prisonersofthecensus.org/data/2010blocks/180859619002028/
180859620003007,35,0,0,0,0,0,0,1,34,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180859620003007/
180890207004015,3,3,0,0,0,0,0,2,1,tract,http://www.prisonersofthecensus.org/data/2010blocks/180890207004015/
180890425041014,708,521,3,0,0,39,21,150,604,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180890425041014/
180890425052026,63,56,0,0,0,5,0,14,54,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180890425052026/
180910423002014,152,170,1,3,0,5,9,14,145,tract,http://www.prisonersofthecensus.org/data/2010blocks/180910423002014/
180910401002000,380,422,1,1,0,10,5,37,356,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/180910401002000/
180910401002001,653,704,5,3,0,36,1,85,604,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/180910401002001/
180910430002069,17,33,0,0,0,1,0,7,12,tract,http://www.prisonersofthecensus.org/data/2010blocks/180910430002069/
180910426003013,1638,1443,5,5,0,82,5,238,1487,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180910426003013/
180939510001021,151,2,2,0,0,2,0,6,148,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180939510001021/
180950003001045,122,49,0,0,0,2,0,5,120,tract,http://www.prisonersofthecensus.org/data/2010blocks/180950003001045/
180950119002026,68,27,0,0,0,0,2,4,64,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/180950119002026/
180950119002030,69,20,0,0,1,0,0,1,68,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/180950119002030/
180950116001015,959,895,5,3,2,24,1,70,916,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/180950116001015/
180950116001016,807,612,4,2,2,32,3,93,748,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/180950116001016/
180973521002008,46,122,0,0,0,2,2,6,42,tract,http://www.prisonersofthecensus.org/data/2010blocks/180973521002008/
180973533003002,35,66,0,0,0,0,2,2,33,tract,http://www.prisonersofthecensus.org/data/2010blocks/180973533003002/
180973542003081,83,83,0,0,0,3,4,10,77,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/180973542003081/
180973542003092,357,662,0,2,0,0,2,19,341,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/180973542003092/
180973545001000,150,171,0,0,0,1,0,4,148,tract,http://www.prisonersofthecensus.org/data/2010blocks/180973545001000/
180973562002000,81,79,0,0,0,0,0,0,81,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/180973562002000/
180973562002008,345,491,2,2,0,34,24,115,284,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/180973562002008/
180973910001063,63,37,1,0,0,0,2,3,62,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/180973910001063/
180973910001100,30,31,0,2,0,1,0,3,28,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/180973910001100/
180973910003143,88,35,0,0,0,1,0,3,87,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/180973910003143/
180973606023001,1,2,0,0,0,2,0,3,0,tract,http://www.prisonersofthecensus.org/data/2010blocks/180973606023001/
180973401112001,51,17,0,0,0,1,0,1,50,tract,http://www.prisonersofthecensus.org/data/2010blocks/180973401112001/
180990205001010,94,3,0,0,0,0,2,5,90,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/180990205001010/
181039529001067,1934,1141,6,2,2,33,2,174,1798,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/181039529001067/
181039521004020,74,11,3,0,0,0,0,4,71,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/181039521004020/
181050001001005,184,55,1,1,0,0,0,3,181,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/181050001001005/
181050014025015,2,0,0,0,0,0,0,0,2,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/181050014025015/
181079571001004,171,11,0,0,0,0,3,10,162,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/181079571001004/
181095107021100,219,4,0,0,0,1,3,3,217,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/181095107021100/
181111007001077,38,1,1,0,0,0,0,3,35,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/181111007001077/
181139724004014,174,2,0,0,0,0,0,19,155,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/181139724004014/
181139726001044,113,32,0,2,0,2,0,7,108,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/181139726001044/
181179517003033,75,4,0,0,0,0,0,0,75,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/181179517003033/
181199558002047,62,0,0,0,0,0,0,0,62,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/181199558002047/
181210303003004,82,4,0,0,0,0,1,1,82,remaining,http://www.prisonersofthecensus.org/data/2010blocks/181210303003004/
181210303004003,934,337,3,0,0,23,2,33,922,institutionalized,http://www.prisonersofthecensus.org/data/2010blocks/181210303004003/
181210304004023,71,2,0,0,0,0,0,3,68,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/181210304004023/
181239522003002,879,429,0,5,0,9,0,26,863,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/181239522003002/
181239526001067,29,0,0,0,0,0,0,0,29,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/181239526001067/
181259540003082,64,8,0,0,0,1,0,1,64,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/181259540003082/
181270510023099,438,65,3,0,0,0,2,56,382,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/181270510023099/
181290405003078,49,5,0,0,0,0,0,0,49,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/181290405003078/
181319590002042,106,7,1,0,0,0,3,1,105,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/181319590002042/
181339563005018,151,21,0,0,0,0,1,2,149,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/181339563005018/
181339566003009,1450,1099,4,2,3,56,7,111,1407,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/181339566003009/
181359518002049,99,1,0,0,0,0,0,8,91,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/181359518002049/
181379688002030,76,5,0,0,0,0,1,1,75,tract_part,http://www.prisonersofthecensus.org/data/2010blocks/181379688002030/
